Database,ExchangeGuid,ExchangeUserAccountControl,LinkedMasterAccount,SamAccountName,ServerLegacyDN,ServerName,Office,UserPrincipalName,Alias,OrganizationalUnit,PrimarySmtpAddress,Name,DistinguishedName,Guid
Dag2DB2,9d59c04b-a320-4f82-82d0-fb6ae284b873,AccountDisabled,NAEAST\Noe.Wagner,Noe.Wagner,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Noe.Wagner@a360labs.com,NoeWagner,a360labs.net/a360labsUsers/cloud,NoeWagner@a360labs.com,Noe Wagner,"CN=Noe Wagner,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",38bad2e8-e06c-4072-8127-62dc76c77902
Dag2DB10,49717dcb-ed54-45c8-b976-c37f83979e2c,AccountDisabled,EMEA\Francis.Maddox,Francis.Maddox,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Francis.Maddox@a360labs.com,FrancisMaddox,a360labs.net/a360labsUsers/cloud,FrancisMaddox@a360labs.com,Francis Maddox,"CN=Francis Maddox,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",7d3c7be3-3f98-4924-a7b3-c9246031f41b
Dag2DB10,63ee1fb3-bec3-41c6-8138-31e0ab2d9fbb,AccountDisabled,NAEAST\Connie.Baxter,Connie.Baxter,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Connie.Baxter@a360labs.com,ConnieBaxter,a360labs.net/a360labsUsers/cloud,ConnieBaxter@a360labs.com,Connie Baxter,"CN=Connie Baxter,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b65e24da-8c1d-4308-a0f0-7d63ae73031c
Dag2DB42,a447b933-7355-4d25-9c16-32d8dafd978d,AccountDisabled,NAEAST\Brant.Willis,Brant.Willis,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Brant.Willis@a360labs.com,BrantWillis,a360labs.net/a360labsUsers/cloud,BrantWillis@a360labs.com,Brant Willis,"CN=Brant Willis,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",719a23b9-efa9-41ee-94bb-36144128b4e0
Dag2DB37,933f40c9-7094-43e0-b1f8-799f0adae787,AccountDisabled,EMEA\Merlin.Pineda,Merlin.Pineda,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Merlin.Pineda@a360labs.com,MerlinPineda,a360labs.net/a360labsUsers/cloud,MerlinPineda@a360labs.com,Merlin Pineda,"CN=Merlin Pineda,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",51a41cbe-67b1-4e8d-a211-7f10e092d2bf
Dag2DB27,6359faf5-0458-4d9e-b7af-a8f610cf68f2,AccountDisabled,EMEA\Marquita.Sweeney,Marquita.Sweeney,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CA ,Marquita.Sweeney@a360labs.com,MarquitaSweeney,a360labs.net/a360labsUsers/cloud,MarquitaSweeney@a360labs.com,Marquita Sweeney,"CN=Marquita Sweeney,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",4f35fc6f-ad4c-419d-9596-f346850dcbb5
Dag2DB5,a4f2226f-1bee-4245-99be-d74473641c82,AccountDisabled,EMEA\Joan.Bean,Joan.Bean,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Joan.Bean@a360labs.com,JoanBean,a360labs.net/a360labsUsers/cloud,JoanBean@a360labs.com,Joan Bean,"CN=Joan Bean,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",72aea118-ebd5-4373-ba82-9b93c8b98351
Dag2DB96,8a328703-e6bf-4322-a7b3-6066d1a3501b,AccountDisabled,EMEA\Paul.Terry,Paul.Terry,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,CZ-10 ,Paul.Terry@a360labs.com,PaulTerry,a360labs.net/a360labsUsers/cloud,PaulTerry@a360labs.com,Paul Terry,"CN=Paul Terry,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",22752c5e-956a-41af-b8b9-b4fab41165d8
Dag2DB21,70add23b-0bbe-4248-bfd5-a57ea236ef2b,AccountDisabled,NAEAST\Pearlie.Gates,Pearlie.Gates,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Pearlie.Gates@a360labs.com,PearlieGates,a360labs.net/a360labsUsers/cloud,PearlieGates@a360labs.com,Pearlie Gates,"CN=Pearlie Gates,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",69da844a-b4ca-42f5-bd03-1b475706ce47
Dag2DB78,5e4c9a92-6d9a-436b-a90e-9d72cafb9347,AccountDisabled,NAEAST\Earlene.Blackburn,Earlene.Blackburn,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Earlene.Blackburn@a360labs.com,EarleneBlackburn,a360labs.net/a360labsUsers/cloud,EarleneBlackburn@a360labs.com,Earlene Blackburn,"CN=Earlene Blackburn,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",f3f33b42-812f-481c-acd0-31006ef2d42c
Dag2DB48,6d73eec4-fe21-40ed-852f-3f079133da56,AccountDisabled,EMEA\Hipolito.Savage,Hipolito.Savage,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,Hipolito.Savage@a360labs.com,HipolitoSavage,a360labs.net/a360labsUsers/cloud,HipolitoSavage@a360labs.com,Hipolito Savage,"CN=Hipolito Savage,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",95ac0892-c1c6-4134-9513-285ed461a916
Dag2DB14,5bc962d5-9ecc-436d-97c3-343dcb893931,AccountDisabled,NAEAST\Lauren.Chandler,Lauren.Chandler,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Lauren.Chandler@a360labs.com,LaurenChandler,a360labs.net/a360labsUsers/cloud,LaurenChandler@a360labs.com,Lauren Chandler,"CN=Lauren Chandler,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",817c0e84-06ba-4724-ac91-ac46f0357760
Dag2DB20,366e8044-b5c6-4ea5-8836-8fdb650d1216,AccountDisabled,NAEAST\Cliff.Mcneil,Cliff.Mcneil,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-GU ,Cliff.Mcneil@a360labs.com,CliffMcneil,a360labs.net/a360labsUsers/cloud,CliffMcneil@a360labs.com,Cliff Mcneil,"CN=Cliff Mcneil,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",3a3b556c-6d03-4e1c-9b44-d2692bc13a7b
Dag2DB41,2ea70210-8ca7-4607-88e9-3503ff30f204,AccountDisabled,EMEA\Sherry.Zavala,Sherry.Zavala,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Sherry.Zavala@a360labs.com,SherryZavala,a360labs.net/a360labsUsers/cloud,SherryZavala@a360labs.com,Sherry Zavala,"CN=Sherry Zavala,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b510c187-86a8-4d6f-a34e-8ccdc6ef8d42
Dag2DB1,e6e51b06-9807-4080-96ed-848153f177bb,AccountDisabled,EMEA\Krista.Warner,Krista.Warner,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Krista.Warner@a360labs.com,KristaWarner,a360labs.net/a360labsUsers/cloud,KristaWarner@a360labs.com,Krista Warner,"CN=Krista Warner,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",7a8e57bf-376f-4ff6-9d99-7665a888c56b
Dag2DB39,52bcf521-3532-4e72-a6d1-0ed75f01fbee,AccountDisabled,EMEA\Robyn.Cortez,Robyn.Cortez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Robyn.Cortez@a360labs.com,RobynCortez,a360labs.net/a360labsUsers/cloud,RobynCortez@a360labs.com,Robyn Cortez,"CN=Robyn Cortez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",cc18f9eb-cbed-4851-8c0b-b4590bac846a
Dag2DB30,e9ee1fe6-0327-45c4-b7e1-2c384a180047,AccountDisabled,NAEAST\Roy.Davies,Roy.Davies,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Roy.Davies@a360labs.com,RoyDavies,a360labs.net/a360labsUsers/cloud,RoyDavies@a360labs.com,Roy Davies,"CN=Roy Davies,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",524824db-0895-47af-82ae-a19f62530b99
Dag2DB33,e31e3387-8ba8-456c-894b-c0799692ff46,AccountDisabled,NAEAST\Taylor.Carr,Taylor.Carr,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-GU ,Taylor.Carr@a360labs.com,TaylorCarr,a360labs.net/a360labsUsers/cloud,TaylorCarr@a360labs.com,Taylor Carr,"CN=Taylor Carr,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",7a2320f3-37ce-4fea-b920-c97427f9cd8b
Dag2DB71,a5d0f800-0d2e-4553-933f-c41cf1e23825,AccountDisabled,NAEAST\Clair.Rojas,Clair.Rojas,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-DC ,Clair.Rojas@a360labs.com,ClairRojas,a360labs.net/a360labsUsers/cloud,ClairRojas@a360labs.com,Clair Rojas,"CN=Clair Rojas,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ee7ce924-aa9a-46e5-8d1e-687396d2fafe
Dag2DB83,212c8837-45d7-4dc1-b9c3-dded772dcea3,AccountDisabled,NAEAST\Lester.Mercer,Lester.Mercer,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-NY ,Lester.Mercer@a360labs.com,LesterMercer,a360labs.net/a360labsUsers/cloud,LesterMercer@a360labs.com,Lester Mercer,"CN=Lester Mercer,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",04541138-6ccd-4c49-a8b5-9b0bcfa7b079
Dag2DB54,b7a808c1-4c13-418b-9b34-35fde6d3b632,AccountDisabled,EMEA\Son.Dillon,Son.Dillon,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,CZ-10 ,Son.Dillon@a360labs.com,SonDillon,a360labs.net/a360labsUsers/cloud,SonDillon@a360labs.com,Son Dillon,"CN=Son Dillon,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e57eec11-0485-4d2e-aa75-73aa534d4c75
Dag2DB18,dbe3d527-7ff0-4399-8464-f5db2e35bf07,AccountDisabled,NAEAST\Laurie.Hull,Laurie.Hull,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Laurie.Hull@a360labs.com,LaurieHull,a360labs.net/a360labsUsers/cloud,LaurieHull@a360labs.com,Laurie Hull,"CN=Laurie Hull,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",72e739b0-73c2-4b59-932f-bc60ac4fba73
Dag2DB8,422fb8d5-e81b-4050-929b-d8ea6b3ecdff,AccountDisabled,NAEAST\Carmella.Flynn,Carmella.Flynn,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Carmella.Flynn@a360labs.com,CarmellaFlynn,a360labs.net/a360labsUsers/cloud,CarmellaFlynn@a360labs.com,Carmella Flynn,"CN=Carmella Flynn,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",057d8cc0-b798-40c3-a02c-4e59a91695ad
Dag2DB2,d0646e4d-2507-4ab4-8eee-f3078745120e,AccountDisabled,EMEA\Sid.Bullock,Sid.Bullock,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Sid.Bullock@a360labs.com,SidBullock,a360labs.net/a360labsUsers/cloud,SidBullock@a360labs.com,Sid Bullock,"CN=Sid Bullock,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",0aafbc13-db82-43a5-b38d-a828bc17ad79
Dag2DB28,a0e8fbb7-a50f-4c0f-837a-0b254e2b1d99,AccountDisabled,NAEAST\Roseann.Santana,Roseann.Santana,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IN-DL ,Roseann.Santana@a360labs.com,RoseannSantana,a360labs.net/a360labsUsers/cloud,RoseannSantana@a360labs.com,Roseann Santana,"CN=Roseann Santana,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e367853e-d264-4696-b92f-959d350e50d6
Dag2DB24,b71b2da3-598a-4c8a-91c9-d14282beb381,AccountDisabled,EMEA\Francis.Morse,Francis.Morse,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Francis.Morse@a360labs.com,FrancisMorse,a360labs.net/a360labsUsers/cloud,FrancisMorse@a360labs.com,Francis Morse,"CN=Francis Morse,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ce75d99b-6ee3-4e5c-b657-0ad47feb7921
Dag2DB22,66a0eaaa-99b5-4a66-abe8-c34232eb2f21,AccountDisabled,NAEAST\Amanda.Hill,Amanda.Hill,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Amanda.Hill@a360labs.com,AmandaHill,a360labs.net/a360labsUsers/cloud,AmandaHill@a360labs.com,Amanda Hill,"CN=Amanda Hill,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",408bbb79-f81b-4581-83ac-3b413b0627af
Dag2DB53,fcf81fed-5004-434a-a20d-f5da9b7139fd,AccountDisabled,NAEAST\Cecelia.Vaughn,Cecelia.Vaughn,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Cecelia.Vaughn@a360labs.com,CeceliaVaughn,a360labs.net/a360labsUsers/cloud,CeceliaVaughn@a360labs.com,Cecelia Vaughn,"CN=Cecelia Vaughn,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ce6387ba-6453-4ed9-aafb-001418d1aa52
Dag2DB17,46793ce9-0a7c-4be0-88e5-608e44e7ff31,AccountDisabled,NAEAST\Cecilia.Crawford,Cecilia.Crawford,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IN-DL ,Cecilia.Crawford@a360labs.com,CeciliaCrawford,a360labs.net/a360labsUsers/cloud,CeciliaCrawford@a360labs.com,Cecilia Crawford,"CN=Cecilia Crawford,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",89722357-245d-4bc1-b1e6-6e4318249243
Dag2DB12,8eb60423-ecce-4f10-b03d-64a4d9e617ab,AccountDisabled,EMEA\Hilda.Curtis,Hilda.Curtis,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Hilda.Curtis@a360labs.com,HildaCurtis,a360labs.net/a360labsUsers/cloud,HildaCurtis@a360labs.com,Hilda Curtis,"CN=Hilda Curtis,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",77cf4153-7453-4fe8-99a6-edb33a2bfdbd
Dag2DB19,49a34ee3-5cb3-400f-98da-77d3ca8dfbb1,AccountDisabled,NAEAST\George.Clayton,George.Clayton,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,George.Clayton@a360labs.com,GeorgeClayton,a360labs.net/a360labsUsers/cloud,GeorgeClayton@a360labs.com,George Clayton,"CN=George Clayton,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",4d97a8f0-41df-4698-a816-96a3b9b2726b
Dag2DB6,5f21e1cc-86b2-4fd3-99bb-3603d721e8d1,AccountDisabled,EMEA\Dollie.Wood,Dollie.Wood,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Dollie.Wood@a360labs.com,DollieWood,a360labs.net/a360labsUsers/cloud,DollieWood@a360labs.com,Dollie Wood,"CN=Dollie Wood,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",afe2d5d5-c79c-4026-826d-2f5708be38d3
Dag2DB44,91436a6f-a441-4a4f-a6a3-cbc77940d10e,AccountDisabled,EMEA\Bruce.Ramirez,Bruce.Ramirez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Bruce.Ramirez@a360labs.com,BruceRamirez,a360labs.net/a360labsUsers/cloud,BruceRamirez@a360labs.com,Bruce Ramirez,"CN=Bruce Ramirez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",70047728-f8a0-42ed-8158-92d5b00c2646
Dag2DB4,4322ae2c-b1dc-491d-a492-790af688060d,AccountDisabled,NAEAST\Jared.Pratt,Jared.Pratt,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IN-DL ,Jared.Pratt@a360labs.com,JaredPratt,a360labs.net/a360labsUsers/cloud,JaredPratt@a360labs.com,Jared Pratt,"CN=Jared Pratt,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",a8dd8c0b-a40c-4542-ae4b-8da4221cff4d
Dag2DB11,2a65196a-599c-4db8-b0ad-2a5190a352ae,AccountDisabled,NAEAST\Tommy.Clayton,Tommy.Clayton,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-GU ,Tommy.Clayton@a360labs.com,TommyClayton,a360labs.net/a360labsUsers/cloud,TommyClayton@a360labs.com,Tommy Clayton,"CN=Tommy Clayton,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",f50d6c88-1823-4adc-ae41-9e51e545037b
Dag2DB19,f51ac3f4-ec24-47dd-bf6a-42561be32b09,AccountDisabled,EMEA\Lora.Walsh,Lora.Walsh,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IN-DL ,Lora.Walsh@a360labs.com,LoraWalsh,a360labs.net/a360labsUsers/cloud,LoraWalsh@a360labs.com,Lora Walsh,"CN=Lora Walsh,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ff1b6a1a-e40b-487d-a5a4-caeefa489968
Dag2DB27,06426c99-da4e-4c58-9a97-ef7febcfada4,AccountDisabled,NAEAST\Gene.Farmer,Gene.Farmer,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Gene.Farmer@a360labs.com,GeneFarmer,a360labs.net/a360labsUsers/cloud,GeneFarmer@a360labs.com,Gene Farmer,"CN=Gene Farmer,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",650d6e47-6201-4682-9a07-93f793b5663e
Dag2DB34,babb72fd-6286-4c8a-ad56-dd473ce6baa0,AccountDisabled,NAEAST\Roy.Miller,Roy.Miller,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-NY ,Roy.Miller@a360labs.com,RoyMiller,a360labs.net/a360labsUsers/cloud,RoyMiller@a360labs.com,Roy Miller,"CN=Roy Miller,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",da2e4786-cf0c-4889-b9bc-b55fbbc0696b
Dag2DB18,3be12ed8-3736-4582-82f0-1f38a22d7ab4,AccountDisabled,NAEAST\Miguel.Stone,Miguel.Stone,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IN-DL ,Miguel.Stone@a360labs.com,MiguelStone,a360labs.net/a360labsUsers/cloud,MiguelStone@a360labs.com,Miguel Stone,"CN=Miguel Stone,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",5db0768e-bb81-4c22-b588-01443d8eb991
Dag2DB26,33f9fd36-6566-481c-a299-47d219275ba4,AccountDisabled,NAEAST\Francis.Burton,Francis.Burton,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Francis.Burton@a360labs.com,FrancisBurton,a360labs.net/a360labsUsers/cloud,FrancisBurton@a360labs.com,Francis Burton,"CN=Francis Burton,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ae70bf75-9053-434b-9bc3-45a8e862b3ea
Dag2DB16,815bf95f-50db-4994-b101-344d8dc78338,AccountDisabled,EMEA\Beulah.Marsh,Beulah.Marsh,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Beulah.Marsh@a360labs.com,BeulahMarsh,a360labs.net/a360labsUsers/cloud,BeulahMarsh@a360labs.com,Beulah Marsh,"CN=Beulah Marsh,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",554be9ac-f57a-4b64-9e08-7803eaacad83
Dag2DB7,b5541ecc-6893-4ad2-be22-35f578599256,AccountDisabled,EMEA\Genevieve.Burns,Genevieve.Burns,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WY ,Genevieve.Burns@a360labs.com,GenevieveBurns,a360labs.net/a360labsUsers/cloud,GenevieveBurns@a360labs.com,Genevieve Burns,"CN=Genevieve Burns,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",87eeb828-a365-4365-8ad7-601caa0d70f4
Dag2DB10,cdaf2631-af54-40a9-8f0f-a74495330847,AccountDisabled,EMEA\Bruce.Walters,Bruce.Walters,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CA ,Bruce.Walters@a360labs.com,BruceWalters,a360labs.net/a360labsUsers/cloud,BruceWalters@a360labs.com,Bruce Walters,"CN=Bruce Walters,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",362375a4-3c76-4945-98ca-7d41da286cf3
Dag2DB39,4c231823-106b-4419-91a8-a7a1d3f17281,AccountDisabled,EMEA\Maggie.Vega,Maggie.Vega,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CA ,Maggie.Vega@a360labs.com,MaggieVega,a360labs.net/a360labsUsers/cloud,MaggieVega@a360labs.com,Maggie Vega,"CN=Maggie Vega,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",5865cfd4-526f-46b1-95e0-57c526490bc6
Dag2DB6,59347b27-d450-49e6-8d7d-73482bbb405b,AccountDisabled,NAEAST\Thomas.Thornton,Thomas.Thornton,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Thomas.Thornton@a360labs.com,ThomasThornton,a360labs.net/a360labsUsers/cloud,ThomasThornton@a360labs.com,Thomas Thornton,"CN=Thomas Thornton,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",58ae7e7a-2666-4dcb-8b0f-53e2739073c1
Dag2DB54,5c28c916-9142-4209-ae4a-a86cb24aaa04,AccountDisabled,NAEAST\Agnes.Lawrence,Agnes.Lawrence,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,IN-DL ,Agnes.Lawrence@a360labs.com,AgnesLawrence,a360labs.net/a360labsUsers/cloud,AgnesLawrence@a360labs.com,Agnes Lawrence,"CN=Agnes Lawrence,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",6e0e2512-38a9-4889-9c6a-ae6a14caa0dd
Dag2DB4,90d1b60b-d50f-444e-bee6-0adbd337ea87,AccountDisabled,EMEA\Jack.Perry,Jack.Perry,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,Jack.Perry@a360labs.com,JackPerry,a360labs.net/a360labsUsers/cloud,JackPerry@a360labs.com,Jack Perry,"CN=Jack Perry,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",c1271d5a-b421-4e85-8cc4-4ff5e530f6d4
Dag2DB26,a49af0c4-ec5f-4b96-ab6c-3798deae182c,AccountDisabled,NAEAST\Nellie.Garza,Nellie.Garza,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Nellie.Garza@a360labs.com,NellieGarza,a360labs.net/a360labsUsers/cloud,NellieGarza@a360labs.com,Nellie Garza,"CN=Nellie Garza,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",3782c3d6-0031-42c6-8852-7eb8891ca321
